id,folder,title,date,reason,post_score,img_score,post_title_suggested,post_url_suggested
4549,2014-07-12 Various Vintage Photographs of Mysore Gold Mines - c1890's,Various Vintage Photographs of Mysore Gold Mines - c1890's 1890,2014-07-12,post_low_confidence,0.465,,Cabinet Photographs of Parsi Family - c1890's,https://www.oldindianphotos.in/2014/04/cabinet-photographs-of-parsi-family.html
4550,2014-07-12 Various Vintage Photographs of Mysore Gold Mines - c1890's,Various Vintage Photographs of Mysore Gold Mines - c1890's 1890,2014-07-12,post_low_confidence,0.465,,Cabinet Photographs of Parsi Family - c1890's,https://www.oldindianphotos.in/2014/04/cabinet-photographs-of-parsi-family.html
4551,2014-07-12 Various Vintage Photographs of Mysore Gold Mines - c1890's,Various Vintage Photographs of Mysore Gold Mines - c1890's 1890,2014-07-12,post_low_confidence,0.465,,Cabinet Photographs of Parsi Family - c1890's,https://www.oldindianphotos.in/2014/04/cabinet-photographs-of-parsi-family.html
4552,2014-07-12 Various Vintage Photographs of Mysore Gold Mines - c1890's,Various Vintage Photographs of Mysore Gold Mines - c1890's 1890,2014-07-12,post_low_confidence,0.465,,Cabinet Photographs of Parsi Family - c1890's,https://www.oldindianphotos.in/2014/04/cabinet-photographs-of-parsi-family.html
4553,2014-07-12 Various Vintage Photographs of Mysore Gold Mines - c1890's,Various Vintage Photographs of Mysore Gold Mines - c1890's 1890,2014-07-12,post_low_confidence,0.465,,Cabinet Photographs of Parsi Family - c1890's,https://www.oldindianphotos.in/2014/04/cabinet-photographs-of-parsi-family.html
4554,2014-07-12 Various Vintage Photographs of Mysore Gold Mines - c1890's,Various Vintage Photographs of Mysore Gold Mines - c1890's 1890,2014-07-12,post_low_confidence,0.465,,Cabinet Photographs of Parsi Family - c1890's,https://www.oldindianphotos.in/2014/04/cabinet-photographs-of-parsi-family.html
4555,2014-07-12 Various Vintage Photographs of Mysore Gold Mines - c1890's,Various Vintage Photographs of Mysore Gold Mines - c1890's 1890,2014-07-12,post_low_confidence,0.465,,Cabinet Photographs of Parsi Family - c1890's,https://www.oldindianphotos.in/2014/04/cabinet-photographs-of-parsi-family.html
4556,2014-07-12 Various Vintage Photographs of Mysore Gold Mines - c1890's,Various Vintage Photographs of Mysore Gold Mines - c1890's 1890,2014-07-12,post_low_confidence,0.465,,Cabinet Photographs of Parsi Family - c1890's,https://www.oldindianphotos.in/2014/04/cabinet-photographs-of-parsi-family.html
4557,2014-07-12 Various Vintage Photographs of Mysore Gold Mines - c1890's,Various Vintage Photographs of Mysore Gold Mines - c1890's 1890,2014-07-12,post_low_confidence,0.465,,Cabinet Photographs of Parsi Family - c1890's,https://www.oldindianphotos.in/2014/04/cabinet-photographs-of-parsi-family.html
4558,2014-07-12 Various Vintage Photographs of Mysore Gold Mines - c1890's,Various Vintage Photographs of Mysore Gold Mines - c1890's 1890,2014-07-12,post_low_confidence,0.465,,Cabinet Photographs of Parsi Family - c1890's,https://www.oldindianphotos.in/2014/04/cabinet-photographs-of-parsi-family.html
4559,"2014-07-19 Chamundi Hill Bull (Nandi). Cut out of one solid piece of stone - Mysore, Karnataka, 1895","Chamundi Hill Bull (Nandi). Cut out of one solid piece of stone - Mysore, Karnataka 1895",2014-07-19,post_low_confidence,0.331,,"Darjeeling Hill Railway under Construction on One of the Loops of the Railway, Probably at Rangtong - 1879",https://www.oldindianphotos.in/2014/11/darjeeling-hill-railway-under.html
4560,"2014-07-19 Group at Superintendent's Bungalow - Mysore Mines, Karnataka 1895","Group at Superintendent's Bungalow - Mysore Mines, Karnataka 1895",2014-07-19,post_low_confidence,0.441,,"Jami Masjid in Gulbarga Fort - Gulbarga district, North Karnataka, c1880s",https://www.oldindianphotos.in/2014/04/jami-masjid-in-gulbarga-fort-gulbarga.html
4561,2014-07-19 Indian Man on Horse - c1910's,Indian Man on Horse - c1910's 1910,2014-07-19,post_low_confidence,0.430,,Indian Man and Woman - 1920s,https://www.oldindianphotos.in/2010/04/indian-man-and-woman-1920s.html
4562,2014-07-19 Indian man suffering from Elephantiasis - Date Unknown,Indian man suffering from Elephantiasis - Date Unknown,2014-07-19,post_low_confidence,0.452,,"Well Dressed Indian Boy - Studio Photograph, Date Unknown",https://www.oldindianphotos.in/2014/08/well-dressed-indian-boy-studio.html
4563,"2014-07-19 Local Sugar Mill - Rural India, Date Unknown","Local Sugar Mill - Rural India, Date Unknown",2014-07-19,post_low_confidence,0.435,,Hindu Priest - Date Unknown,https://www.oldindianphotos.in/2014/03/hindu-priest-date-unknown.html
4564,"2014-07-19 Officers & NCOs of Kolar Gold Fields Volunteers - Karnataka, 1896",Officers & NCOs of Kolar Gold Fields Volunteers - Karnataka 1896,2014-07-19,post_low_confidence,0.312,,A Potter from Hala near Moro in Sindh with examples of Hala Pottery - 1896,https://www.oldindianphotos.in/2014/12/a-potter-from-hala-near-moro-in-sindh.html
4565,"2014-07-19 Ornamental Gateways of a  Palace - Mysore, Karnataka, 1895","Ornamental Gateways of a Palace - Mysore, Karnataka 1895",2014-07-19,post_low_confidence,0.458,,"Jami Masjid in Gulbarga Fort - Gulbarga district, North Karnataka, c1880s",https://www.oldindianphotos.in/2014/04/jami-masjid-in-gulbarga-fort-gulbarga.html
4566,"2014-07-19 Ornamental Gateways of a  Palace - Mysore, Karnataka, 1895","Ornamental Gateways of a Palace - Mysore, Karnataka 1895",2014-07-19,post_low_confidence,0.458,,"Jami Masjid in Gulbarga Fort - Gulbarga district, North Karnataka, c1880s",https://www.oldindianphotos.in/2014/04/jami-masjid-in-gulbarga-fort-gulbarga.html
4567,"2014-07-19 Staff at the Superintendents Bungalow - Mysore Mines, Karnataka, 1894-95","Staff at the Superintendents Bungalow - Mysore Mines, Karnataka, 1894-95 1894",2014-07-19,post_low_confidence,0.421,,"The Wellesley Bridge in Srirangapatna, Karnataka - c1850's",https://www.oldindianphotos.in/2012/11/the-wellesley-bridge-in-srirangapatna.html
4568,"2014-07-19 Taylor's shaft - Mysore Mine, Karnataka 1890's","Taylor's shaft - Mysore Mine, Karnataka 1890's 1890",2014-07-19,post_low_confidence,0.475,,"Jami Masjid in Gulbarga Fort - Gulbarga district, North Karnataka, c1880s",https://www.oldindianphotos.in/2014/04/jami-masjid-in-gulbarga-fort-gulbarga.html
4569,"2014-07-19 Taylor's shaft - Mysore Mine, Karnataka 1890's","Taylor's shaft - Mysore Mine, Karnataka 1890's 1890",2014-07-19,post_low_confidence,0.475,,"Jami Masjid in Gulbarga Fort - Gulbarga district, North Karnataka, c1880s",https://www.oldindianphotos.in/2014/04/jami-masjid-in-gulbarga-fort-gulbarga.html
4574,"2014-07-19 The Superintendent's Bungalow, Mysore Mines, Headquarters of E.T. & H.C.T.  - Between Dec 1894 and Feb 1895","The Superintendent's Bungalow, Mysore Mines, Headquarters of E.T. & H.C.T. - Between Dec 1894 and Feb 1895 1894",2014-07-19,post_low_confidence,0.336,,The Maharaja of Mysore - Late 19th Century Photograph,https://www.oldindianphotos.in/2012/02/maharaja-of-mysore-late-19th-century.html
4575,2014-07-19 The Temple in Chamundi Hill near Mysore. The gold & silver car in the foreground is used for carrying the image of Chamundi the goddess in procession - Karnataka 1895,The Temple in Chamundi Hill near Mysore. The gold & silver car in the foreground is used for carrying the image of Chamundi the goddess in procession - Karnataka 1895,2014-07-19,post_low_confidence,0.418,,The Golden Temple in Amritsar - 1875,https://www.oldindianphotos.in/2014/02/the-golden-temple-in-amritsar-1875.html
4576,"2014-07-19 The Verandah of Superintendent's bungalow - Mysore Mines, Karnataka, 1890's","The Verandah of Superintendent's bungalow - Mysore Mines, Karnataka, 1890's 1890",2014-07-19,post_low_confidence,0.429,,The Mausoleum Of Tipu Sultan - Srirangapatna Karnataka 1870's,https://www.oldindianphotos.in/2011/12/mausoleum-of-tipu-sultan-srirangapatna.html
4577,"2014-07-19 The old working in the Woolagiri Mines showing shaft recently sunk - Karnataka, 1895",The old working in the Woolagiri Mines showing shaft recently sunk - Karnataka 1895,2014-07-19,post_low_confidence,0.326,,"View of the Lake - Srinagar, Kashmir 1865",https://www.oldindianphotos.in/2014/03/view-of-lake-srinagar-kashmir-1865.html
4579,2014-07-20  Indian Woman In Traditional Dress With a Fan in Hand -  c1880s,Indian Woman In Traditional Dress With a Fan in Hand - c1880s 1880s,2014-07-20,post_low_confidence,0.463,,"Jami Masjid in Gulbarga Fort - Gulbarga district, North Karnataka, c1880s",https://www.oldindianphotos.in/2014/04/jami-masjid-in-gulbarga-fort-gulbarga.html
4580,2014-07-20 Brahmin & Hindu Priests Worshipping Elephant God (Ganesha) - c1910's,Brahmin & Hindu Priests Worshipping Elephant God (Ganesha) - c1910's 1910,2014-07-20,post_low_confidence,0.353,,Portrait of an Indian Businessman - c1920's,https://www.oldindianphotos.in/2014/05/portrait-of-indian-businessman-c1920s.html
4581,2014-07-20 Double Bullock Carts - Ceylon (Sri Lanka) c1890's,Double Bullock Carts - Ceylon (Sri Lanka) c1890's 1890,2014-07-20,post_low_confidence,0.433,,Portrait of a Woman from Ceylon (Sri Lanka) - c1890's,https://www.oldindianphotos.in/2012/01/portrait-of-woman-from-ceylon-sri-lanka.html
4582,"2014-07-20 Front view of Tipu Sultan's Tomb Seringapatam (Srirangapatna), Karnataka,  1895","Front view of Tipu Sultan's Tomb Seringapatam (Srirangapatna), Karnataka 1895",2014-07-20,post_low_confidence,0.443,,The Mausoleum Of Tipu Sultan - Srirangapatna Karnataka 1870's,https://www.oldindianphotos.in/2011/12/mausoleum-of-tipu-sultan-srirangapatna.html
4583,2014-07-20 Group of two Christian Natives and their Wives in front with two Bridesmaid and an European Lady - c1870's,Group of two Christian Natives and their Wives in front with two Bridesmaid and an European Lady - c1870's 1870,2014-07-20,post_low_confidence,0.382,,"Students with their Teacher, in the European and Indo-European School at Karachi in Sind - c1873",https://www.oldindianphotos.in/2014/12/students-with-their-teacher-school-karachi-1873.html
4584,2014-07-20 Parsi Men Worshiping New Moon. Central India Railway Building in the Background - Bombay (Mumbai) 1903,Parsi Men Worshiping New Moon. Central India Railway Building in the Background - Bombay (Mumbai) 1903,2014-07-20,post_low_confidence,0.347,,Darjeeling Hill Railway Through the Terai Forest - c1880's,https://www.oldindianphotos.in/2014/11/darjeeling-hill-railway-through-terai.html
4586,"2014-07-20 The Silver Throne in the Durbar Hall, Mysore Palace - Karnataka, 1895","The Silver Throne in the Durbar Hall, Mysore Palace - Karnataka 1895",2014-07-20,post_low_confidence,0.340,,The Golden Temple in Amritsar - 1875,https://www.oldindianphotos.in/2014/02/the-golden-temple-in-amritsar-1875.html
4589,2014-07-24 Basket and Reed Mat Makers - Indian Village Scene c1880's,Basket and Reed Mat Makers - Indian Village Scene c1880's 1880,2014-07-24,post_low_confidence,0.489,,"Teachers and Students Sitting Outside of a Village School near Calcutta (Kolkata), Bengal - c1860",https://www.oldindianphotos.in/2014/12/teachers-and-students-sitting-outside.html
4590,"2014-07-24 Indian President Rajendra Prasad with 14th Dalai Lama, after his exile in India from Chinese occupied Tibet - September 1959","Indian President Rajendra Prasad with 14th Dalai Lama, after his exile in India from Chinese occupied Tibet - September 1959",2014-07-24,post_low_confidence,0.360,,Indian President Sarvepalli Radhakrishnan with Australian Minister for Civil Avaiation R.W.C Swartz - July 21 1966,https://www.oldindianphotos.in/2014/04/indian-president-sarvepalli.html
4591,2014-07-24 Maharajah of Bhavnagar Raol Takhtsinhji Jaswantsinhji with his Court - c1880's,Maharajah of Bhavnagar Raol Takhtsinhji Jaswantsinhji with his Court - c1880's 1880,2014-07-24,post_low_confidence,0.361,,"Albumen Photograph of Mohan Lal with His Camera, Udaipur, Rasasthan - c1875",https://www.oldindianphotos.in/2014/08/albumen-photograph-of-mohan-lal-with.html
4592,"2014-07-24 US President Ronald Reagan walking with Indian Prime Minister Indira Gandhi outside the Oval Office, White House - Washington DC July 1982","US President Ronald Reagan walking with Indian Prime Minister Indira Gandhi outside the Oval Office, White House - Washington DC July 1982",2014-07-24,post_low_confidence,0.392,,Indian President Sarvepalli Radhakrishnan with Australian Minister for Civil Avaiation R.W.C Swartz - July 21 1966,https://www.oldindianphotos.in/2014/04/indian-president-sarvepalli.html
4595,2014-08-02 Eminent Indian Bharatnatyam and Kuchipudi Dancer Yamini Krishnamurthy - 1964,Eminent Indian Bharatnatyam and Kuchipudi Dancer Yamini Krishnamurthy 1964,2014-08-02,post_low_confidence,0.374,,Lobby Card of the Indian Patriotic Movie Sipahi Ka Sapna - 1948,https://www.oldindianphotos.in/2014/08/lobby-card-of-indian-patriotic-movie.html
4596,"2014-08-02 Gateways of Sanchi stupa - Madhya Pradesh, c1890's","Gateways of Sanchi stupa - Madhya Pradesh, c1890's 1890",2014-08-02,post_low_confidence,0.459,,Entrance of the Gwalior Fort - Madhya Pradesh c1880's,https://www.oldindianphotos.in/2014/03/entrance-of-gwalior-fort-madhya-pradesh.html
4597,"2014-08-02 Gateways of Sanchi stupa - Madhya Pradesh, c1890's","Gateways of Sanchi stupa - Madhya Pradesh, c1890's 1890",2014-08-02,post_low_confidence,0.459,,Entrance of the Gwalior Fort - Madhya Pradesh c1880's,https://www.oldindianphotos.in/2014/03/entrance-of-gwalior-fort-madhya-pradesh.html
4598,"2014-08-02 Gateways of Sanchi stupa - Madhya Pradesh, c1890's","Gateways of Sanchi stupa - Madhya Pradesh, c1890's 1890",2014-08-02,post_low_confidence,0.459,,Entrance of the Gwalior Fort - Madhya Pradesh c1880's,https://www.oldindianphotos.in/2014/03/entrance-of-gwalior-fort-madhya-pradesh.html
4599,"2014-08-02 Gateways of Sanchi stupa - Madhya Pradesh, c1890's","Gateways of Sanchi stupa - Madhya Pradesh, c1890's 1890",2014-08-02,post_low_confidence,0.459,,Entrance of the Gwalior Fort - Madhya Pradesh c1880's,https://www.oldindianphotos.in/2014/03/entrance-of-gwalior-fort-madhya-pradesh.html
4600,"2014-08-02 Gateways of Sanchi stupa - Madhya Pradesh, c1890's","Gateways of Sanchi stupa - Madhya Pradesh, c1890's 1890",2014-08-02,post_low_confidence,0.459,,Entrance of the Gwalior Fort - Madhya Pradesh c1880's,https://www.oldindianphotos.in/2014/03/entrance-of-gwalior-fort-madhya-pradesh.html
4602,"2014-08-02 Madras (Chennai) Cityscape, Fort St. George in Background - c1865","Madras (Chennai) Cityscape, Fort St. George in Background - c1865 1865",2014-08-02,post_low_confidence,0.473,,Tughlaqabad Fort in Delhi - c1870's,https://www.oldindianphotos.in/2014/12/tughlaqabad-fort-in-delhi-c1870s.html
4603,"2014-08-02 Madras (Chennai) Cityscape, Fort St. George in Background - c1865","Madras (Chennai) Cityscape, Fort St. George in Background - c1865 1865",2014-08-02,post_low_confidence,0.473,,Tughlaqabad Fort in Delhi - c1870's,https://www.oldindianphotos.in/2014/12/tughlaqabad-fort-in-delhi-c1870s.html
4604,"2014-08-02 Madras (Chennai) Cityscape, Fort St. George in Background - c1865","Madras (Chennai) Cityscape, Fort St. George in Background - c1865 1865",2014-08-02,post_low_confidence,0.473,,Tughlaqabad Fort in Delhi - c1870's,https://www.oldindianphotos.in/2014/12/tughlaqabad-fort-in-delhi-c1870s.html
4605,"2014-08-02 Madras (Chennai) Cityscape, Fort St. George in Background - c1865","Madras (Chennai) Cityscape, Fort St. George in Background - c1865 1865",2014-08-02,post_low_confidence,0.473,,Tughlaqabad Fort in Delhi - c1870's,https://www.oldindianphotos.in/2014/12/tughlaqabad-fort-in-delhi-c1870s.html
4607,2014-08-02 Snake Charmer with his Cobra - c1870's,Snake Charmer with his Cobra - c1870's 1870,2014-08-02,post_low_confidence,0.419,,"Albumen Photograph of Mohan Lal with His Camera, Udaipur, Rasasthan - c1875",https://www.oldindianphotos.in/2014/08/albumen-photograph-of-mohan-lal-with.html
4608,2014-08-02 Village On The Banks Of Wular Lake - Kashmir c1870's,Village On The Banks Of Wular Lake - Kashmir c1870's 1870,2014-08-02,post_low_confidence,0.487,,"View of the Lake - Srinagar, Kashmir 1865",https://www.oldindianphotos.in/2014/03/view-of-lake-srinagar-kashmir-1865.html
4613,2014-08-06 Group Photo of Students and Teacher of a Native School - India c1905,Group Photo of Students and Teacher of a Native School - India c1905 1905,2014-08-06,post_low_confidence,0.430,,"Students with their Teacher, in the European and Indo-European School at Karachi in Sind - c1873",https://www.oldindianphotos.in/2014/12/students-with-their-teacher-school-karachi-1873.html
4614,2014-08-06 Indian Woman in Sari and Various Ethnic Ornaments - c1885,Indian Woman in Sari and Various Ethnic Ornaments - c1885 1885,2014-08-06,post_low_confidence,0.429,,Portrait of an Indian Old Woman with Various Ornaments,https://www.oldindianphotos.in/2011/01/portrait-of-indian-old-woman-with.html
4616,"2014-08-06 The Crown Prince of the State of Mysore with his Family and Officials with the commander of the Italian Liner Ship ""Conte Biancamano"" - Naples, Italy 1939","The Crown Prince of the State of Mysore with his Family and Officials with the commander of the Italian Liner Ship ""Conte Biancamano"" - Naples, Italy 1939",2014-08-06,post_low_confidence,0.411,,Indian Hindu Monks and a Family - Two Undated Photographs,https://www.oldindianphotos.in/2014/02/indian-hindu-monks-and-family-two.html
4617,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4618,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4619,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4620,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4621,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4622,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4623,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4624,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4625,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4626,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4627,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4628,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4629,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4630,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4631,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4632,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4633,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4634,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4635,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4636,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4637,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4638,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4639,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4640,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4641,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4642,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4643,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4644,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4645,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4646,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4647,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4648,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
4649,"2014-08-09 Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta - 1909","Photographs from the Book ""The Desire of India"" by Surendra Kumar Datta 1909",2014-08-09,post_low_confidence,0.363,,The First Politburo of the Communist Party of India (Marxist) in 1964,https://www.oldindianphotos.in/2014/03/the-first-politburo-of-communist-party.html
